Customers,Number of Users,Invoice Date,Invoice #,Invoice Amount,Subscription,Account Code ,Dates of service ,Address,State,Lat,Long
Orange County DOE,250,11/20/17,89,"$3,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/15/17 to 11/30/18,"200 Kalmus Dr, Costa Mesa, CA 92626",CA,33.673152,-117.880738
Orange County DOE,50,11/5/18,158,"$1,550.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/30/18 to 11/30/19,"200 Kalmus Dr, Costa Mesa, CA 92626",CA,33.673152,-117.880738
Orange County DOE,10,12/12/19,247,"$1,100.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/30/19 to 11/30/20,"200 Kalmus Dr, Costa Mesa, CA 92626",CA,33.673152,-117.880738
Oregon State University ,250,4/23/20,NB042320,"$1,000.00 ",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/22/2020 to 7/22/2020,"121 The Valley Library, Corvallis, OR 97331",OR,44.565004,-123.276064
Oregon State University ,250,9/8/20,NB090820J,"$3,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"121 The Valley Library, Corvallis, OR 97331",OR,44.565004,-123.276064
Ouachita Baptist University,57,8/25/20,NB082520T,"$2,070.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/25/2020 to 8/31/2021,"410 Ouachita Street, Box 3789, Arkadelphia, AR  71998",AR,34.124993,-93.052745
Pathway to Practice NC,55,11/1/19,233,"$2,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/1/19 to 10/31/20,"2310 Stinson Dr, Raleigh, NC  27607",NC,35.785701,-78.666354
Pathway to Practice NC,50,9/12/20,NB091220C,"$2,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/1/2020 to 10/31/2021,"2310 Stinson Dr, Raleigh, NC  27607",NC,35.785701,-78.666354
Piedmont College,250,8/23/16,AJ540,"$3,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/16/16 to 8/31/17,"1021 Central Ave, Demorest, GA 30535",GA,34.566567,-83.54284
Piedmont College,250,1/25/18,97,"$3,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/31/18 to 1/31/19,"1021 Central Ave, Demorest, GA 30535",GA,34.566567,-83.54284
Piedmont College,250,2/6/19,173,"$3,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/31/19 to 1/31/20,"1021 Central Ave, Demorest, GA 30535",GA,34.566567,-83.54284
Piedmont College ,250,3/20/20,NB032020D,"$1,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/31/2020 to 1/31/2021,"1021 Central Ave, Demorest, GA 30535",GA,34.566567,-83.54284
Piedmont College ,200,4/23/20,NB042320B,"$2,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/21/2020 to 1/31/2021,"1021 Central Ave, Demorest, GA 30535",GA,34.566567,-83.54284
Piedmont College School of Education,250,1/13/20,250,"$3,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/31/2020 to 1/31/2021,"1021 Central Ave, Demorest, GA 30535",GA,34.566567,-83.54284
Pierce College,50,5/11/16,AJ519,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/01/16 to 9/30/2017,"6201 Winnetka Ave, Woodland Hills, CA 91371",CA,34.183905,-118.575077
Pierce College,50,9/6/17,62,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/30/2017 to 9/30/18,"6201 Winnetka Ave, Woodland Hills, CA 91371",CA,34.183905,-118.575077
Pierce College,50,8/21/18,144,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/30/18 to 9/30/19,"6201 Winnetka Ave, Woodland Hills, CA 91371",CA,34.183905,-118.575077
Pierce College,50,9/26/19,225,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/30/19 to 9/30/20,"6201 Winnetka Ave, Woodland Hills, CA 91371",CA,34.183905,-118.575077
Pierce College ,100,10/20/20,NB102020,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/30/2020 to 9/30/2021,"6201 Winnetka Ave, Woodland Hills, CA 91371",CA,34.183905,-118.575077
Pinecrest Academy of Nevada,6,8/22/17,59,"$2,560.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/21/17 to 8/31/18,"225 Cadence Drive, Henderson, NV 89015",NV,36.045904,-114.980388
Pitt County School/DEEL,,7/10/18,138,"$1,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/18 to 7/31/19,,,,
Portland State University,300,10/11/16,AJ551,"$5,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/30/16 to 9/30/17,"1825 SW Broadway, Portland, OR 97201",OR,45.511825,-122.684286
Portland State University,200,9/6/17,65,"$3,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/30/2017 to 9/30/18,"1825 SW Broadway, Portland, OR 97201",OR,34.223991,-77.867764
Portland State University,25,9/28/18,154,"$5,250.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 9/30/18 to 9/30/21,"1825 SW Broadway, Portland, OR 97201",OR,34.223991,-77.867764
Portland State University ,20,11/18/20,NB111820A,$200.00,3 Years,4700-0-00-00000-00-0000,3 yr Subscription 9/30/2018 to 9/30/2021,"1900 SW Fourth Avenue, Portland, OR  97201",OR,34.223991,-77.867764
Presbyterian College Education Department ,50,11/9/20,NB110920,"$1,000.00",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 1/25/2021 to 7/25/2021,"503 South Broad Street, Clinton, SC  29325",SC,34.464605,-81.878445
Prince George’s Community College ,50,10/19/20,NB101920,$500.00 ,6 Months,4700-0-00-00000-00-0000,6 Months Subscription 10/23/2020 to 4/23/2021,"301 Largo Road, Largo, MD  20774",MD,38.88952,-76.824985
Prince George’s Community College ,50,11/3/20,NB101920,$40.00 ,6 Months,4700-0-00-00000-00-0000,6 Months Subscription 10/23/2020 to 4/23/2021,"301 Largo Road, Largo, MD  20774",MD,38.88952,-76.824985
Providence College,150,8/13/20,NB081320H,$750.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/1/2020 to 12/1/2020,"One Cunningham Square, Providence, RI  02918",RI,41.844141,-71.43818
Purdue University,100,3/26/20,NB032620A,"$2,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/25/2020 to 3/31/2021,"504 W. State Street, West Lafayette, IN 47907",IN,40.424396,-86.912772
Purdue University Fort Wayne ,350,10/22/20,NB102020B,"$5,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/28/2020 to 9/30/2021,"2101 E. Coliseum Blvd., Fort Wayne, IN  46805",IN,41.114557,-85.116866
Radford University ,300,5/15/19,187,"$8,425.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/15/19 to 5/31/22,"801 E Main St, Radford, VA 24141",VA,37.137908,-80.546811
Ramapo College,10,9/1/20,NB090120K,$400.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 8/28/2020 to 11/28/2020,"505 Ramapo Valley Road, Mahwah, NJ  07430",NJ,41.080636,-74.17364
Region 4 Education Service Ctr,50,6/14/17,37,"$3,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 6/14/17 to 6/30/18,"7145 West Tidwell Rd, Houston TX 77092-2096",TX,29.849649,-95.498476
Reinhardt University,80,8/17/20,NB081720A,"$2,300.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/1/2020 to 8/31/2021,"7300 Reinhardt Circle, Waleska, GA  30183",GA,34.318626,-84.554344
Rhodes College,100,9/1/20,NB090120L,"$2,100.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/27/2020 to 8/31/2021,"200 North Parkway, Memphis, TN  38112",TN,35.141185,-89.981766
Richland Elementary School,10,3/3/20,NB030320,"$1,600.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/2/2020 to 02/28/2021,"200 Spell Drive, Richland, MS  39232",MS,32.214126,-90.165412
Rider University ,300,6/22/20,NB062220A,"$4,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/1/2020 to 6/30/2021,"2083 Lawrenceville Road, Lawrence, NJ  08648",NJ,40.278681,-74.73614
Rio Salado College,1000,11/2/20,NB110220,"$26,250.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 10/31/2020 to 10/31/2023,"2323 W. 14th Street, Tempe, AZ  85281",AZ,33.412756,-111.974037
Ripon College ,40,10/7/20,NB100820F,"$1,900.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/15/2020 to 10/31/2021,"PO Box 248, Ripon, WI  54971",WI,43.840337,-88.821084
Rochester Institute of Technology ,10,9/25/20,NB092520,$800.00 ,6 Months,4700-0-00-00000-00-0000,6 Months Subscription 9/24/2020 to 03/24/2021,"55 Lomb Memorial Drive, Rochester, NY 14623",NY,43.086428,-77.669156
Roosevelt University ,100,7/15/20,NB071520B,"$2,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/1/2020 to 6/30/2021,"430 South Michigan Ave., Rm. 1751, Chicago, IL  60605",IL,41.87599,-87.624897
Roosevelt University ,150,9/8/20,NB090820X,"$1,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/1/2019 to 6/30/2020,"430 South Michigan Ave., Rm. 1751, Chicago, IL  60605",IL,41.87599,-87.624897
Rowan College South Jersey,,9/4/19,213,"$1,550.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/3/19 to 8/31/20,"1400 Tanyard Rd, Sewell, NJ 08080",NJ,39.782005,-75.123172
Rowan University,,5/24/16,AJ524,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/23/16 to 5/31/17,"201 Mullica Hill Rd, Glassboro, NJ 08028",NJ,39.709696,-75.120704
Rutgers University Graduate School of Education,300,8/25/20,NB082520A,"$4,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/25/2020 to 8/31/2021,"10 Seminary Place, New Brunswick, NJ  08901",NJ,40.501913,-74.446621
Saint Andrew's School,100,9/9/16,AJ547,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/7/16 to 9/30/17,"3900 Jog Road, Boca Raton, FL 33434",FL,26.384204,-80.14575
Saint Catherine University,11,9/11/20,NB091120G,$391.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/9/2020 to 12/9/2020,"2004 Randolph Ave, #4040, St. Paul, MN  55105",MN,44.924757,-93.183214
Saint Joseph’s College of Maine ,50,5/12/20,NB051220,"$1,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/15/2020 to 05/31/2021,"278 White Bridge Road, Standish, ME  04084",ME,43.826541,-70.480472
Saint Joseph’s College of Maine ,75,9/18/20,NB091820B,"$2,250.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 9/21/2020 to 9/30/2021,"278 White Bridge Road, Standish, ME  04084",ME,43.826541,-70.480472
Saint Joseph’s University,152,8/3/20,NB080320C,"$7,560.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 8/7/2020 to 7/31/2023,"5600 City Line Avenue, Philadelphia, PA 19131",PA,39.975266,-75.279752
Saint Joseph’s University,150,9/8/20,NB090820,"$1,500.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 8/7/2020 to 7/31/2023,"5600 City Line Avenue, Philadelphia, PA 19131",PA,39.975266,-75.279752
Saint Xavier University,20,12/3/20,NB120320E,$200.00 ,1 Year,4700-0-00-00000-00-0000,1 yr Subscription 8/1/2020 to 7/31/2021,"3700 W. 103rd St, Chicago, IL  60655",IL,41.707169,-87.713854
Saint Xavier University ,150,6/24/20,NB062420,"$3,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2020 to 7/31/2021,"3700 W. 103rd St, Chicago, IL  60655",IL,41.707169,-87.713854
Saint Xavier University ,20,11/3/20,NB110320A,$200.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2020 to 7/31/2021,"3700 W. 103rd St, Chicago, IL  60655",IL,41.707169,-87.713854
Salem University,100,8/20/20,NB082020C,"$2,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"223 West Main Street, Salem, WV 26426",WV,39.283545,-80.567163
Salisbury University      ,500,10/1/20,NB100120,"$3,250.00 ",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 10/1/2020 to 03/31/2021,"1101 Camden Avenue, Salisbury, MD 21801                   ",MD,38.347213,-75.604945
Salve Regina University,15,7/17/20,NB071720,"$1,650.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2020 to 7/31/2021,"100 Ochre Pt. Avenue, Newport, RI  02840",RI,41.473756,-71.299017
Salve Regina University ,20,9/8/20,NB090820AB,$208.30 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/2020 to 7/31/2021,"100 Ochre Pt. Avenue, Newport, RI  02840",RI,41.473756,-71.299017
Sam Houston State University,50,7/20/19,206,"$1,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/17/19 to 7/31/20,"1908 Bobby K. Marks Dr., Huntsville, TX  77341",TX,30.708564,-95.546707
Sam Houston State University ,100,5/18/20,NB051820,"$2,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/20/2020 to 07/31/2021,"1908 Bobby K. Marks Dr., Huntsville, TX  77341",TX,30.708564,-95.546707
San Jose State University,200,5/2/18,124,"$3,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 05/15/18 to 05/15/19,"1 Washington Square, San Jose, CA 95192",CA,37.334492,-121.879842
San Jose State University,200,5/29/19,194,"$3,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/31/19 to 5/31/20,"1 Washington Square, San Jose, CA 95192",CA,37.334492,-121.879842
San Jose State University ,300,6/16/20,NB061620C,"$4,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/31/2020 to 05/31/2021,"1 Washington Square, San Jose, CA 95192",CA,37.334492,-121.879842
San Jose State University ,200,7/16/20,NB071620,"$2,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/31/2020 to 5/31/2021,"1 Washington Square, San Jose, CA 95192",CA,37.334492,-121.879842
San Jose State University      ,20,10/7/20,NB100820G,$200.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/31/2020 to 5/31/2021,"1 Washington Square, San Jose, CA 95192",CA,37.334492,-121.879842
Santa Rosa County District Schools ,300,6/8/20,NB060820,"$1,158.00 ",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 7/1/2020 to 09/30/2020,"6032 Highway 90, Milton, Fl  32570",FL,30.60431,-87.072233
Santa Rosa County District Schools ,200,11/2/20,NB110220C,"$3,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/2/2020 to 10/31/2021,"6032 Highway 90, Milton, Fl  32570",FL,30.60431,-87.072233
SDCOE,110,7/23/18,139,"$3,600.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/1/18 to 7/31/19,,,,
Seattle University,50,4/3/20,NB040320,$500.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/1/2020 to 6/30/2020,"901 12th Avenue, Seattle, WA  98122",WA,47.610656,-122.317113
Seattle University,100,8/20/20,NB082020A,"$2,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/17/2020 to 8/31/2021,"901 12th Avenue, Seattle, WA  98122",WA,47.610656,-122.317113
Seton Hall University,280,8/17/20,NB081720E,"$4,300.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/24/2020 to 8/31/2021,"400 South Orange Avenue, South Orange, NJ  07079",NJ,40.74334,-74.246594
Shippensburg University,350,8/24/20,NB082420,"$5,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"1871 Old Main Drive Shippensburg, PA  17257",PA,40.057891,-77.522517
Shorter University,,2/1/16,AJ512,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 01/19/16 to 01/31/2017,"315 Shorter Ave, Rome, GA 30165",GA,34.263421,-85.189688
Shorter University,,2/1/16,AJ512,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 01/19/16 to 01/31/2017,"315 Shorter Ave, Rome, GA 30165",GA,34.263421,-85.189688
Siena College,100,9/8/20,NB090820N,"$1,250.00 ",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 9/1/2020 to 2/28/2021,"515 Loudon Road, Loudonville, NY 12211",NY,42.717815,-73.75171
Siena College ,155,11/6/20,NB110620A,"$1,525.00",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 2/28/2021 to 5/31/2021,"515 Loudon Road, Loudonville, NY 12211",NY,42.717815,-73.75171
Skidmore College,35,7/14/20,NB071420A,"$1,850.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/15/2020 to 7/14/2021,"815 North Broadway, Saratoga Springs, NY  12866",NY,43.097673,-73.783319
Skidmore College,35,9/29/20,,$50.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/15/2020 to 7/14/2021,"815 North Broadway, Saratoga Springs, NY  12866",NY,43.097673,-73.783319
South Australia DOE,50,4/5/17,14,"$1,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 3/24/17 to 3/31/18,"31 Flinders Street, Adelaide SA 5000",SA,-34.927341,138.602002
South College,4,11/18/20,NB111820,"$1,540.00",1 Year,4700-0-00-00000-00-0000,1 yr Subscription 1/1/2021 to 12/31/2021,"3904 Lonas Drive, Knoxville, TN  37909",TN,35.958371,-83.973472
Southeast KCTCS ,15,7/21/20,NB072120,$421.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 7/16/2020 to 11/30/2020,"164 Ball Park Road, Harlan, KY  40831",KY,36.810853,-83.31662
Southeast KCTCS ,90,7/21/20,NB072120A,"$1,200.00 ",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 8/16/2020 to 1/31/2021,"164 Ball Park Road, Harlan, KY  40831",KY,36.810853,-83.31662
Southeast Missouri State University,580,9/1/20,NB090120O,"$1,825.00 ",3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/11/2020 to 12/11/2020,"1 University Plaza MS 5675, Cape Girardeau, MO  63701",MO,37.315867,-89.529422
Southeast South-Central Education Cooperative,151,5/23/19,191,"$6,450.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/22/19 to5/31/22,"P.O. Box 1777, 300 Bellevue Drive, Richmond, KY  40476-1777",KY,37.756893,-84.299737
Southeast South-Central Education Cooperative,45,11/18/19,241,$200.00 ,3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/22/19 to 5/31/22,"P.O. Box 1777, 300 Bellevue Drive, Richmond, KY  40476-1777",KY,37.756893,-84.299737
Southeast South-Central Education Cooperative,151,12/12/19,245,$250.00 ,3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/22/19 to 5/31/22,"P.O. Box 1777, 300 Bellevue Drive, Richmond, KY  40476-1777",KY,37.756893,-84.299737
Southeast South-Central Education Cooperative,45,2/26/20,NB022620-01,$450.00 ,3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/22/2019 to 5/31/2022,"P.O. Box 1777, 300 Bellevue Drive, Richmond, KY  40476-1777",KY,37.756893,-84.299737
Southern Adventist University,100,4/2/20,NB040220C,$625.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/2/2020 to 6/30/2020,"P.O. Box 370, Collegedale, TN  37315",TN,35.05306,-85.05028
Southern Adventist University ,100,7/14/20,NB071420,"$2,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 7/13/2020 to 6/30/2021,"P.O. Box 370, Collegedale, TN  37315",TN,35.05306,-85.05028
Southern Connecticut State University,,5/19/16,AJ523,"$9,450.00 ",3 Years,4700-0-00-00000-00-0000,3 Year Subscription 5/13/16 to 5/31/19,"501 Crescent St, New Haven, CT 06515",CT,41.331619,-72.946852
Southern Connecticut State University,,6/25/19,198,"$7,350.00 ",3 Years,4700-0-00-00000-00-0000,3 Years Subscription 5/31/19 to 5/31/22,"501 Crescent St, New Haven, CT 06515",CT,41.331619,-72.946852
Southern Illinois University Carbondale,150,7/22/20,NB072220,$750.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/1/2020 to 12/1/2020,"625 Wham Drive, Carbondale, IL 62901",IL,37.717467,-89.223262
Southern Illinois University Carbondale,150,12/2/20,NB120220B,"$1,500.00 ",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 12/1/2020 to 5/31/2021,"625 Wham Drive, Carbondale, IL 62901",IL,37.717467,-89.223262
Southern Illinois University Edwardsville ,320,10/13/20,NB101320A,"$4,700.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/9/2020 to 9/30/2021,"1 Hairpin Dr, Edwardsville, IL 62026",IL,38.793047,-89.995472
Southern New Hampshire University,,4/5/19,180,"$1,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/5/19 to 3/31/20,"2500 N River Rd, Manchester, NH 03106",NH,43.039739,-71.454722
Southern University at New Orleans,50,10/17/17,78,"$2,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/13/2017 to 9/30/18,"6400 Press Dr, New Orleans, LA 70126",LA,30.025674,-90.044837
Spelman College,40,4/7/20,NB040720B,"$1,900.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 4/1/2020 to 5/31/2021,"350 Spelman Ln SW, Atlanta, GA 30314",GA,33.745248,-84.411351
Springfield College,100,9/11/20,NB091120A,$625.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/14/2020 to 12/14/2020,"263 Alden St., Springfield, MA  01109",MA,42.100944,-72.557038
St. Bonaventure University-School of Education ,100,5/10/16,AJ516,"$1,000.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 5/6/16 to 4/30/17,"3261 W State St, St Bonaventure, NY 14778",NY,42.08068,-78.483543
St. Bonaventure University-School of Education ,360,8/28/20,NB082820A,"$5,100.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 8/31/2020 to 8/31/2021,"3261 W State St, St Bonaventure, NY 14778",NY,42.08068,-78.483543
St. Louis Community College ,80,8/19/20,NB081920A,$575.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 9/1/2020 to 12/1/2020,"32221 McKelvey Road, Bridgeton MO  60344",MO,38.7503,-90.427725
ST. Mary's College of Maryland,,10/7/15,AJ504,$750.00 ,1 Year,4700-0-00-00000-20-0000,1 Year Subscription 10/05/15 to 9/30/16,"47645 College Dr, St Marys City, MD 20686",MD,38.190601,-76.4263
ST. Mary's College of Maryland,,6/8/16,AJ529,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 12/31/2016 to 12/31/2017,"47645 College Dr, St Marys City, MD 20686",MD,38.188827,-76.42549
St. Thomas Aquinas College,50,1/6/17,STAC01,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 01/04/17 to 01/04/18,"125 NY-340, Sparkill, NY 10976",NY,41.027843,-73.925193
St. Thomas Aquinas College,50,3/23/18,104,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/4/18 to 1/31/19,"125 NY-340, Sparkill, NY 10976",NY,41.027843,-73.925193
St. Thomas Aquinas College,50,1/4/19,166,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/4/19 to 1/4/20,"125 NY-340, Sparkill, NY 10976",NY,41.027843,-73.925193
St. Thomas Aquinas College,50,1/27/20,254,$750.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/31/2020 to 1/31/2021,"125 NY-340, Sparkill, NY 10976",NY,41.027843,-73.925193
Stanford University/SCALE,20,7/2/19,203,$170.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 10/1/18 to 09/30/19,"485 Lasuen Mall, Rm. 306, Stanford, CA 94305",CA,37.426347,-122.168351
Stanford University/SCALE,20,11/1/19,234,$860.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/1/19 to 10/31/20,"485 Lasuen Mall, Rm. 306, Stanford, CA 94305",CA,37.426347,-122.168351
Stanford University/SCALE,20,1/14/20,253,$250.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/1/2019 to 10/31/2020,"485 Lasuen Mall, Rm. 306, Stanford, CA 94305",CA,37.426347,-122.168351
Stanford University/SCALE ,20,11/29/18,163,"$1,500.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/27/18 to 11/30/19,"485 Lasuen Mall, Rm. 306, Stanford, CA 94305",CA,37.426347,-122.168351
Stanford University/SCALE ,20,2/6/19,174,"$1,250.00 ",1 Year,4700-0-00-00000-00-0000,1 Year Subscription 1/31/19 to 1/31/20,"485 Lasuen Mall, Rm. 306, Stanford, CA 94305",CA,37.426347,-122.168351
Stanford University/SCALE ,17,5/1/20,NB050120,$476.00 ,1 Year,4700-0-00-00000-00-0000,1 Year Subscription 11/1/2019 to 10/31/2020,"485 Lasuen Mall, Rm. 306, Stanford, CA 94305",CA,37.426347,-122.168351
State Fair Community College        ,100,11/6/20,NB110620,"$6,000.00",3 Years,4700-0-00-00000-00-0000,3 yr Subscription 1/1/2021 to 12/31/2023,"3201 W. 16th Street, Sedalia, MO  65301",MO,38.699025,-93.268202
State University of NY Potsdam,,6/26/15,AJ503,"$6,500.00 ",1 Year,4700-0-00-00000-32-0000,1 Year Subscription 6/1/15 to 6/30/16,"44 Pierrepont Ave, Potsdam, NY 13676",NY,44.66378,-74.978409
SUNY College at Brockport,150,4/1/20,NB040120A,$750.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/27/2020 to 6/30/2020,"350 New Campus Dr., Brockport, NY 14420",NY,43.209991,-77.95217
SUNY College of Oneonta,182,3/27/20,NB032720A,$455.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/25/2020 to 6/30/2020,"108 Ravine Parkway, Oneonta, NY 13820",NY,42.467927,-75.061262
SUNY College of Oneonta ,350,6/29/20,NB062920A,"$2,500.00 ",6 Months,4700-0-00-00000-00-0000,6 Months Subscription 7/1/2020 to 12/31/2020,"108 Ravine Parkway, Oneonta, NY 13820",NY,42.467927,-75.061262
SUNY Erie Community College ,50,4/15/20,NB041520B,$150.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/25/2020 to 6/30/2020,"121 Ellicott Street, Buffalo, NY 14203",NY,42.881777,-78.872598
SUNY Plattsburgh ,30,4/15/20,NB041520F,$450.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 4/13/2020 to 7/13/2020,"101 Broad St, Plattsburgh, NY 12901",NY,44.694415,-73.466024
Swarthmore College,13,3/18/20,NB031820A,$412.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/17/2020 to 6/30/2020,"500 College Ave, Swarthmore, PA  19081",PA,39.906112,-75.352001
Swarthmore College,13,4/8/20,NB040820A,$130.00 ,3 Months,4700-0-00-00000-00-0000,3 Months Subscription 3/17/2020 to 6/30/2020,"500 College Ave, Swarthmore, PA  19081",PA,39.906112,-75.352001
